12700	100	2.54	1.628
12800	100	2.54	1.628
12900	100	2.54	1.628
13000	100	2.54	1.628
13100	100	2.54	1.628
13200	100	2.54	1.628
13300	100	2.54	1.628
13400	100	2.54	1.628
13500	100	2.54	1.628
13600	100	2.54	1.628
13700	100	2.54	1.628
13800	100	2.54	1.628
13900	100	2.54	1.628
14000	100	2.54	1.628
14100	100	2.54	1.628
14200	100	2.54	1.628
14300	100	2.54	1.628
14400	100	2.54	1.628
14500	100	2.54	1.628
14600	100	2.54	1.628
14700	100	2.54	1.628
14800	100	2.54	1.628
14900	100	2.54	1.628
15000	100	2.54	1.628
15100	100	2.54	1.628
15200	100	2.54	1.628
15300	100	2.54	1.628
15400	100	2.54	1.628
15500	100	2.54	1.628
15600	100	2.54	1.628
15700	100	2.54	1.628
15800	100	2.54	1.628
15900	100	2.54	1.628
16000	100	2.54	1.628
16100	100	2.54	1.628
16200	100	2.54	1.628
16300	100	2.54	1.628
16400	100	2.54	1.628
16500	100	2.54	1.628
16600	100	2.54	1.628
16700	100	2.54	1.628
16800	100	2.54	1.628
16900	100	2.54	1.628
17000	100	2.54	1.628
17100	100	2.54	1.628
17200	100	2.54	1.628
17300	100	2.54	1.628
17400	100	2.54	1.628
17500	100	2.54	1.628
17600	100	2.54	1.628
17700	100	2.54	1.628
17800	100	2.54	1.628
17900	100	2.54	1.628
18000	100	2.54	1.628
18100	100	2.54	1.628
18200	100	2.54	1.628
18300	100	2.54	1.628
18400	100	2.54	1.628
18500	100	2.54	1.628
18600	100	2.54	1.628
18700	100	2.54	1.628
18800	100	2.54	1.628
18900	100	2.54	1.628
19000	100	2.54	1.628
19100	100	2.54	1.628
19200	100	2.54	1.628
19300	100	2.54	1.628
19400	100	2.54	1.628
19500	100	2.54	1.628
19600	100	2.54	1.628
19700	100	2.54	1.628
19800	100	2.54	1.628
19900	100	2.54	1.628
20000	100	2.54	1.628
20100	100	2.54	1.628
20200	100	2.54	1.628
20300	100	2.54	1.628
20400	100	2.54	1.628
20500	100	2.54	1.628
20600	100	2.54	1.628
20700	100	2.54	1.628
20800	100	2.54	1.628
20900	100	2.54	1.628
21000	100	2.54	1.628
21100	100	2.54	1.628
21200	100	2.54	1.628
21300	100	2.54	1.628
21400	100	2.54	1.628
21500	100	2.54	1.628
21600	100	2.54	1.628
21700	100	2.54	1.628
21800	100	2.54	1.628
21900	100	2.54	1.628
22000	100	2.54	1.628
22100	100	2.54	1.628
22200	100	2.54	1.628
22300	100	2.54	1.628
22400	100	2.54	1.628
22500	100	2.54	1.628
22600	100	2.54	1.628
22700	100	2.54	1.628
22800	100	2.54	1.628
22900	100	2.54	1.628
23000	100	2.54	1.628
23100	100	2.54	1.628
23200	100	2.54	1.628
23300	100	2.54	1.628
23400	100	2.54	1.628
23500	100	2.54	1.628
23600	100	2.54	1.628
23700	100	2.54	1.628
23800	100	2.54	1.628
23900	100	2.54	1.628
24000	100	2.54	1.628
24100	100	2.54	1.628
24200	100	2.54	1.628
24300	100	2.54	1.628
24400	100	2.54	1.628
24500	100	2.54	1.628
24600	100	2.54	1.628
24700	100	2.54	1.628
24800	100	2.54	1.628
24900	100	2.54	1.628
25000	100	2.54	1.628
25100	100	2.54	1.628
25200	100	2.54	1.628
25300	100	2.54	1.628
25400	100	2.54	1.628
25500	100	2.54	1.628
25600	100	2.54	1.628
25700	100	2.54	1.628
25800	100	2.54	1.628
25900	100	2.54	1.628
26000	100	2.54	1.628
26100	100	2.54	1.628
26200	100	2.54	1.628
26300	100	2.54	1.628
26400	100	2.54	1.628
26500	100	2.54	1.628
26600	100	2.54	1.628
26700	100	2.54	1.628
26800	100	2.54	1.628
26900	100	2.54	1.628
27000	100	2.54	1.628
27100	100	2.54	1.628
27200	100	2.54	1.628
27300	100	2.54	1.628
27400	100	2.54	1.628
27500	100	2.54	1.628
27600	100	2.54	1.628
27700	100	2.54	1.628
27800	100	2.54	1.628
27900	100	2.54	1.628
28000	100	2.54	1.628
28100	100	2.54	1.628
28200	100	2.54	1.628
28300	100	2.54	1.628
28400	100	2.54	1.628
28500	100	2.54	1.628
28600	100	2.54	1.628
28700	100	2.54	1.628
28800	100	2.54	1.628
28900	100	2.54	1.628
29000	100	2.54	1.628
29100	100	2.54	1.628
29200	100	2.54	1.628
29300	100	2.54	1.628
29400	100	2.54	1.628
29500	100	2.54	1.628
29600	100	2.54	1.628
29700	100	2.54	1.628
29800	100	2.54	1.628
29900	100	2.54	1.628
30000	100	2.54	1.628
